Transaction_ID,Customer_ID,Product_ID,Transaction_Date,Total_Price,Quantity,Payment_Method
TX1758_2,CUST2469,PRD013,,1299,1,
TX1758_3,CUST2469,PRD028,,1198,2,
TX1758_4,CUST2469,PRD032,,1598,2,
TX1758_5,CUST2469,PRD012,,7495,5,
TX1759_1,CUST2470,PRD001,,1998,2,
TX1759_2,CUST2470,PRD033,,1499,1,
TX1759_3,CUST2470,PRD033,,5996,4,
TX1759_4,CUST2470,PRD016,,658,2,
TX1760_1,CUST2471,PRD028,,2396,4,
TX1760_2,CUST2471,PRD025,,1798,2,
TX1760_3,CUST2471,PRD007,,3996,4,
TX1760_4,CUST2471,PRD032,,3995,5,
TX1761_1,CUST2472,PRD010,,1396,4,
TX1761_2,CUST2472,PRD001,,4995,5,
TX1761_3,CUST2472,PRD009,,749,1,
TX1761_4,CUST2472,PRD009,,2996,4,
TX1762_1,CUST2473,PRD020,,2997,3,
TX1762_2,CUST2473,PRD015,,6995,5,
TX1763_1,CUST2474,PRD022,,1799,1,
TX1763_2,CUST2474,PRD015,,1399,1,
TX1763_3,CUST2474,PRD002,,799,1,
TX1764_1,CUST2475,PRD005,,598,2,
TX1765_1,CUST2476,PRD013,,1299,1,
TX1766_1,CUST2477,PRD012,,1499,1,
TX1766_2,CUST2477,PRD012,,7495,5,
TX1766_3,CUST2477,PRD023,,6995,5,
TX1767_1,CUST2478,PRD008,,4495,5,
TX1767_2,CUST2478,PRD005,,598,2,
TX1768_1,CUST2479,PRD030,,1398,2,
TX1769_1,CUST2480,PRD017,,178,2,
TX1769_2,CUST2480,PRD002,,3995,5,
TX1769_3,CUST2480,PRD007,,4995,5,
TX1769_4,CUST2480,PRD020,,999,1,
TX1769_5,CUST2480,PRD032,,3196,4,
TX1770_1,CUST2484,PRD006,,1245,5,
TX1770_2,CUST2484,PRD007,,4995,5,
TX1770_3,CUST2484,PRD006,,1245,5,
TX1771_1,CUST2486,PRD014,,5995,5,
TX1771_2,CUST2486,PRD018,,1899,1,
TX1771_3,CUST2486,PRD013,,1299,1,
TX1771_4,CUST2486,PRD018,,7596,4,
TX1772_1,CUST2489,PRD018,,5697,3,
TX1772_2,CUST2489,PRD019,,1596,4,
TX1772_3,CUST2489,PRD024,,895,5,
TX1773_1,CUST2491,PRD036,,4396,4,
TX1774_1,CUST2492,PRD015,,6995,5,
TX1774_2,CUST2492,PRD019,,798,2,
TX1774_3,CUST2492,PRD022,,1799,1,
TX1775_1,CUST2493,PRD011,,597,3,
TX1775_2,CUST2493,PRD025,,1798,2,
TX1775_3,CUST2493,PRD027,,897,3,
TX1775_4,CUST2493,PRD018,,3798,2,
TX1776_1,CUST2495,PRD034,,1947,3,
TX1776_2,CUST2495,PRD013,,1299,1,
TX1777_1,CUST2496,PRD026,,4245,5,
TX1777_2,CUST2496,PRD009,,1498,2,
TX1778_1,CUST2497,PRD008,,4495,5,
TX1778_2,CUST2497,PRD012,,4497,3,
TX1778_3,CUST2497,PRD005,,897,3,
TX1778_4,CUST2497,PRD028,,2396,4,
TX1779_1,CUST2498,PRD033,,1499,1,
TX1779_2,CUST2498,PRD023,,1399,1,
TX1779_3,CUST2498,PRD024,,895,5,
TX1779_4,CUST2498,PRD020,,2997,3,
TX1779_5,CUST2498,PRD028,,599,1,
TX1780_1,CUST2499,PRD004,,5997,3,
TX1781_1,CUST2501,PRD004,,3998,2,
TX1781_2,CUST2501,PRD014,,2398,2,
TX1782_1,CUST2503,PRD003,,2396,4,
TX1782_2,CUST2503,PRD016,,1316,4,
TX1783_1,CUST2504,PRD002,,3196,4,
TX1783_2,CUST2504,PRD018,,3798,2,
TX1783_3,CUST2504,PRD020,,999,1,
TX1783_4,CUST2504,PRD013,,5196,4,
TX1784_1,CUST2506,PRD011,,398,2,
TX1785_1,CUST2507,PRD004,,5997,3,
TX1785_2,CUST2507,PRD007,,1998,2,
TX1785_3,CUST2507,PRD001,,4995,5,
TX1786_1,CUST2508,PRD024,,358,2,
TX1786_2,CUST2508,PRD023,,4197,3,
TX1787_1,CUST2510,PRD008,,2697,3,
TX1787_2,CUST2510,PRD006,,1245,5,
TX1788_1,CUST2512,PRD001,,999,1,
TX1789_1,CUST2515,PRD026,,849,1,
TX1790_1,CUST2516,PRD023,,1399,1,
TX1791_1,CUST2517,PRD021,,998,2,
TX1791_2,CUST2517,PRD008,,899,1,
TX1791_3,CUST2517,PRD019,,399,1,
TX1792_1,CUST2518,PRD005,,299,1,
TX1792_2,CUST2518,PRD032,,2397,3,
TX1792_3,CUST2518,PRD004,,7996,4,
TX1792_4,CUST2518,PRD032,,799,1,
TX1793_1,CUST2520,PRD007,,3996,4,
TX1793_2,CUST2520,PRD025,,4495,5,
TX1793_3,CUST2520,PRD031,,3597,3,
TX1793_4,CUST2520,PRD005,,598,2,
TX1793_5,CUST2520,PRD002,,799,1,
TX1794_1,CUST2521,PRD024,,358,2,
TX1794_2,CUST2521,PRD018,,3798,2,
TX1794_3,CUST2521,PRD002,,3196,4,
TX1794_4,CUST2521,PRD035,,6495,5,
TX1794_5,CUST2521,PRD007,,2997,3,
TX1795_1,CUST2522,PRD004,,3998,2,
TX1795_2,CUST2522,PRD019,,1596,4,
TX1795_3,CUST2522,PRD005,,897,3,
TX1795_4,CUST2522,PRD031,,1199,1,
TX1795_5,CUST2522,PRD011,,597,3,
TX1796_1,CUST2523,PRD022,,1799,1,
TX1796_2,CUST2523,PRD031,,4796,4,
TX1797_1,CUST2524,PRD035,,5196,4,
TX1797_2,CUST2524,PRD024,,895,5,
TX1797_3,CUST2524,PRD004,,7996,4,
TX1798_1,CUST2525,PRD011,,995,5,
TX1799_1,CUST2526,PRD019,,1197,3,
TX1799_2,CUST2526,PRD002,,3196,4,
TX1799_3,CUST2526,PRD021,,2495,5,
TX1799_4,CUST2526,PRD019,,399,1,
TX1799_5,CUST2526,PRD032,,3995,5,
TX1800_1,CUST2527,PRD024,,358,2,
TX1801_1,CUST2528,PRD035,,6495,5,
TX1801_2,CUST2528,PRD035,,6495,5,
TX1802_1,CUST2529,PRD007,,2997,3,
TX1803_1,CUST2531,PRD011,,597,3,
TX1803_2,CUST2531,PRD025,,899,1,
TX1803_3,CUST2531,PRD014,,1199,1,
TX1804_1,CUST2534,PRD012,,4497,3,
TX1804_2,CUST2534,PRD010,,698,2,
TX1804_3,CUST2534,PRD017,,356,4,
TX1804_4,CUST2534,PRD002,,1598,2,
TX1804_5,CUST2534,PRD020,,3996,4,
TX1805_1,CUST2536,PRD007,,999,1,
TX1806_1,CUST2537,PRD024,,895,5,
TX1806_2,CUST2537,PRD029,,596,4,
TX1807_1,CUST2538,PRD021,,499,1,
TX1807_2,CUST2538,PRD026,,849,1,
TX1808_1,CUST2539,PRD036,,2198,2,
TX1808_2,CUST2539,PRD034,,649,1,
TX1808_3,CUST2539,PRD028,,1797,3,
TX1808_4,CUST2539,PRD034,,2596,4,
TX1809_1,CUST2540,PRD023,,2798,2,
TX1809_2,CUST2540,PRD006,,1245,5,
TX1810_1,CUST2541,PRD020,,3996,4,
TX1810_2,CUST2541,PRD005,,1196,4,
TX1810_3,CUST2541,PRD012,,7495,5,
TX1811_1,CUST2542,PRD004,,9995,5,
TX1811_2,CUST2542,PRD025,,1798,2,
TX1811_3,CUST2542,PRD013,,1299,1,
TX1811_4,CUST2542,PRD027,,598,2,
TX1811_5,CUST2542,PRD026,,2547,3,
TX1812_1,CUST2543,PRD022,,7196,4,
TX1813_1,CUST2544,PRD026,,849,1,
TX1813_2,CUST2544,PRD018,,7596,4,
TX1814_1,CUST2545,PRD023,,2798,2,
TX1814_2,CUST2545,PRD001,,4995,5,
TX1814_3,CUST2545,PRD020,,999,1,
TX1814_4,CUST2545,PRD007,,4995,5,
TX1815_1,CUST2546,PRD003,,2396,4,
TX1815_2,CUST2546,PRD001,,4995,5,
TX1815_3,CUST2546,PRD020,,999,1,
TX1815_4,CUST2546,PRD002,,2397,3,
TX1816_1,CUST2549,PRD009,,2247,3,
TX1816_2,CUST2549,PRD027,,1495,5,
TX1817_1,CUST2550,PRD031,,5995,5,
TX1817_2,CUST2550,PRD004,,1999,1,
TX1817_3,CUST2550,,,,,
TX1818_1,CUST2551,,,,,
TX1819_1,CUST2552,,,,,
TX1819_2,CUST2552,,,,,
TX1820_1,CUST2553,,,,,
TX1820_2,CUST2553,,,,,
TX1820_3,CUST2553,,,,,
TX1820_4,CUST2553,,,,,
TX1821_1,CUST2554,,,,,
TX1821_2,CUST2554,,,,,
TX1821_3,CUST2554,,,,,
TX1821_4,CUST2554,,,,,
TX1821_5,CUST2554,,,,,
TX1822_1,CUST2555,,,,,
TX1822_2,CUST2555,,,,,
TX1823_1,CUST2557,,,,,
TX1823_2,CUST2557,,,,,
TX1823_3,CUST2557,,,,,
TX1824_1,CUST2559,,,,,
TX1824_2,CUST2559,,,,,
TX1824_3,CUST2559,,,,,
TX1824_4,CUST2559,,,,,
TX1824_5,CUST2559,,,,,
TX1825_1,CUST2560,,,,,
TX1825_2,CUST2560,,,,,
TX1825_3,CUST2560,,,,,
TX1825_4,CUST2560,,,,,
TX1826_1,CUST2564,,,,,
TX1826_2,CUST2564,,,,,
TX1826_3,CUST2564,,,,,
TX1826_4,CUST2564,,,,,
TX1827_1,CUST2565,,,,,
TX1827_2,CUST2565,,,,,
TX1828_1,CUST2566,,,,,
TX1828_2,CUST2566,,,,,
TX1828_3,CUST2566,,,,,
TX1828_4,CUST2566,,,,,
TX1829_1,CUST2567,,,,,
TX1829_2,CUST2567,,,,,
TX1829_3,CUST2567,,,,,
TX1829_4,CUST2567,,,,,
TX1830_1,CUST2568,,,,,
TX1830_2,CUST2568,,,,,
TX1830_3,CUST2568,,,,,
TX1830_4,CUST2568,,,,,
TX1830_5,CUST2568,,,,,
TX1831_1,CUST2569,,,,,
TX1831_2,CUST2569,,,,,
TX1831_3,CUST2569,,,,,
TX1831_4,CUST2569,,,,,
TX1831_5,CUST2569,,,,,
TX1832_1,CUST2570,,,,,
TX1833_1,CUST2571,,,,,
TX1834_1,CUST2573,,,,,
TX1835_1,CUST2574,,,,,
TX1835_2,CUST2574,,,,,
TX1836_1,CUST2575,,,,,
TX1836_2,CUST2575,,,,,
TX1837_1,CUST2576,,,,,
TX1837_2,CUST2576,,,,,
TX1837_3,CUST2576,,,,,
TX1837_4,CUST2576,,,,,
TX1838_1,CUST2579,,,,,
TX1838_2,CUST2579,,,,,
TX1838_3,CUST2579,,,,,
TX1838_4,CUST2579,,,,,
TX1838_5,CUST2579,,,,,
TX1839_1,CUST2580,,,,,
TX1839_2,CUST2580,,,,,
TX1839_3,CUST2580,,,,,
TX1840_1,CUST2581,,,,,
TX1841_1,CUST2582,,,,,
TX1841_2,CUST2582,,,,,
TX1842_1,CUST2585,,,,,
TX1843_1,CUST2587,,,,,
TX1843_2,CUST2587,,,,,
TX1844_1,CUST2589,,,,,
TX1845_1,CUST2591,,,,,
TX1845_2,CUST2591,,,,,
TX1845_3,CUST2591,,,,,
TX1845_4,CUST2591,,,,,
TX1846_1,CUST2593,,,,,
TX1847_1,CUST2595,,,,,
TX1847_2,CUST2595,,,,,
TX1847_3,CUST2595,,,,,
TX1847_4,CUST2595,,,,,
TX1847_5,CUST2595,,,,,
TX1848_1,CUST2596,,,,,
TX1848_2,CUST2596,,,,,
TX1849_1,CUST2600,,,,,
TX1849_2,CUST2600,,,,,
TX1850_1,CUST2601,,,,,
TX1850_2,CUST2601,,,,,
TX1850_3,CUST2601,,,,,
TX1850_4,CUST2601,,,,,
TX1850_5,CUST2601,,,,,
TX1851_1,CUST2602,,,,,
TX1852_1,CUST2603,,,,,
TX1852_2,CUST2603,,,,,
TX1852_3,CUST2603,,,,,
TX1852_4,CUST2603,,,,,
TX1852_5,CUST2603,,,,,
TX1853_1,CUST2604,,,,,
TX1853_2,CUST2604,,,,,
TX1853_3,CUST2604,,,,,
TX1853_4,CUST2604,,,,,
TX1853_5,CUST2604,,,,,
TX1854_1,CUST2605,,,,,
TX1854_2,CUST2605,,,,,
TX1854_3,CUST2605,,,,,
TX1854_4,CUST2605,,,,,
TX1855_1,CUST2608,,,,,
TX1855_2,CUST2608,,,,,
TX1855_3,CUST2608,,,,,
TX1855_4,CUST2608,,,,,
TX1856_1,CUST2609,,,,,
TX1857_1,CUST2610,,,,,
TX1857_2,CUST2610,,,,,
TX1857_3,CUST2610,,,,,
TX1857_4,CUST2610,,,,,
TX1857_5,CUST2610,,,,,
TX1858_1,CUST2611,,,,,
TX1859_1,CUST2612,,,,,
TX1859_2,CUST2612,,,,,
TX1860_1,CUST2613,,,,,
TX1860_2,CUST2613,,,,,
TX1860_3,CUST2613,,,,,
TX1860_4,CUST2613,,,,,
TX1860_5,CUST2613,,,,,
TX1861_1,CUST2614,,,,,
TX1861_2,CUST2614,,,,,
TX1862_1,CUST2616,,,,,
TX1862_2,CUST2616,,,,,
TX1863_1,CUST2618,,,,,
TX1863_2,CUST2618,,,,,
TX1863_3,CUST2618,,,,,
TX1864_1,CUST2619,,,,,
TX1864_2,CUST2619,,,,,
TX1864_3,CUST2619,,,,,
TX1864_4,CUST2619,,,,,
TX1865_1,CUST2620,,,,,
TX1865_2,CUST2620,,,,,
TX1865_3,CUST2620,,,,,
TX1865_4,CUST2620,,,,,
TX1865_5,CUST2620,,,,,
TX1866_1,CUST2623,,,,,
TX1867_1,CUST2625,,,,,
TX1867_2,CUST2625,,,,,
TX1868_1,CUST2627,,,,,
TX1868_2,CUST2627,,,,,
TX1869_1,CUST2628,,,,,
TX1869_2,CUST2628,,,,,
TX1870_1,CUST2629,,,,,
TX1870_2,CUST2629,,,,,
TX1870_3,CUST2629,,,,,
TX1871_1,CUST2630,,,,,
TX1871_2,CUST2630,,,,,
TX1871_3,CUST2630,,,,,
TX1871_4,CUST2630,,,,,
TX1872_1,CUST2631,,,,,
TX1872_2,CUST2631,,,,,
TX1872_3,CUST2631,,,,,
TX1872_4,CUST2631,,,,,
TX1873_1,CUST2633,,,,,
TX1873_2,CUST2633,,,,,
TX1873_3,CUST2633,,,,,
TX1873_4,CUST2633,,,,,
TX1874_1,CUST2634,,,,,
TX1874_2,CUST2634,,,,,
TX1874_3,CUST2634,,,,,
TX1874_4,CUST2634,,,,,
TX1874_5,CUST2634,,,,,
TX1875_1,CUST2635,,,,,
TX1875_2,CUST2635,,,,,
TX1875_3,CUST2635,,,,,
TX1875_4,CUST2635,,,,,
TX1876_1,CUST2636,,,,,
TX1876_2,CUST2636,,,,,
TX1876_3,CUST2636,,,,,
TX1876_4,CUST2636,,,,,
TX1877_1,CUST2638,,,,,
TX1877_2,CUST2638,,,,,
TX1877_3,CUST2638,,,,,
TX1878_1,CUST2640,,,,,
TX1879_1,CUST2642,,,,,
TX1880_1,CUST2643,,,,,
TX1881_1,CUST2644,,,,,
TX1881_2,CUST2644,,,,,
TX1881_3,CUST2644,,,,,
TX1881_4,CUST2644,,,,,
TX1882_1,CUST2645,,,,,
TX1882_2,CUST2645,,,,,
TX1882_3,CUST2645,,,,,
TX1883_1,CUST2647,,,,,
TX1884_1,CUST2648,,,,,
TX1885_1,CUST2649,,,,,
TX1885_2,CUST2649,,,,,
TX1885_3,CUST2649,,,,,
TX1885_4,CUST2649,,,,,
TX1886_1,CUST2651,,,,,
TX1886_2,CUST2651,,,,,
TX1887_1,CUST2652,,,,,
TX1888_1,CUST2653,,,,,
TX1888_2,CUST2653,,,,,
TX1888_3,CUST2653,,,,,
TX1888_4,CUST2653,,,,,
TX1888_5,CUST2653,,,,,
TX1889_1,CUST2654,,,,,
TX1890_1,CUST2655,,,,,
TX1890_2,CUST2655,,,,,
TX1890_3,CUST2655,,,,,
TX1890_4,CUST2655,,,,,
TX1891_1,CUST2656,,,,,
TX1891_2,CUST2656,,,,,
TX1891_3,CUST2656,,,,,
TX1892_1,CUST2657,,,,,
TX1892_2,CUST2657,,,,,
TX1892_3,CUST2657,,,,,
TX1892_4,CUST2657,,,,,
TX1893_1,CUST2658,,,,,
TX1894_1,CUST2659,,,,,
TX1894_2,CUST2659,,,,,
TX1894_3,CUST2659,,,,,
TX1894_4,CUST2659,,,,,
TX1894_5,CUST2659,,,,,
TX1895_1,CUST2660,,,,,
TX1895_2,CUST2660,,,,,
TX1895_3,CUST2660,,,,,
TX1895_4,CUST2660,,,,,
TX1895_5,CUST2660,,,,,
TX1896_1,CUST2661,,,,,
TX1896_2,CUST2661,,,,,
TX1897_1,CUST2662,,,,,
TX1897_2,CUST2662,,,,,
TX1897_3,CUST2662,,,,,
TX1898_1,CUST2663,,,,,
TX1898_2,CUST2663,,,,,
TX1898_3,CUST2663,,,,,
TX1898_4,CUST2663,,,,,
TX1899_1,CUST2666,,,,,
TX1899_2,CUST2666,,,,,
TX1899_3,CUST2666,,,,,
TX1899_4,CUST2666,,,,,
TX1899_5,CUST2666,,,,,
TX1900_1,CUST2667,,,,,
TX1901_1,CUST2668,,,,,
TX1901_2,CUST2668,,,,,
TX1901_3,CUST2668,,,,,
TX1901_4,CUST2668,,,,,
TX1902_1,CUST2669,,,,,
TX1902_2,CUST2669,,,,,
TX1903_1,CUST2670,,,,,
TX1903_2,CUST2670,,,,,
TX1904_1,CUST2671,,,,,
TX1904_2,CUST2671,,,,,
TX1904_3,CUST2671,,,,,
TX1904_4,CUST2671,,,,,
TX1905_1,CUST2672,,,,,
TX1905_2,CUST2672,,,,,
TX1905_3,CUST2672,,,,,
TX1906_1,CUST2673,,,,,
TX1906_2,CUST2673,,,,,
TX1906_3,CUST2673,,,,,
TX1906_4,CUST2673,,,,,
TX1907_1,CUST2674,,,,,
TX1908_1,CUST2676,,,,,
TX1908_2,CUST2676,,,,,
TX1908_3,CUST2676,,,,,
TX1908_4,CUST2676,,,,,
TX1908_5,CUST2676,,,,,
TX1909_1,CUST2677,,,,,
TX1909_2,CUST2677,,,,,
TX1909_3,CUST2677,,,,,
TX1909_4,CUST2677,,,,,
TX1909_5,CUST2677,,,,,
TX1910_1,CUST2680,,,,,
TX1910_2,CUST2680,,,,,
TX1910_3,CUST2680,,,,,
TX1910_4,CUST2680,,,,,
TX1910_5,CUST2680,,,,,
TX1911_1,CUST2682,,,,,
TX1911_2,CUST2682,,,,,
TX1911_3,CUST2682,,,,,
TX1911_4,CUST2682,,,,,
TX1912_1,CUST2683,,,,,
TX1912_2,CUST2683,,,,,
TX1912_3,CUST2683,,,,,
TX1912_4,CUST2683,,,,,
TX1912_5,CUST2683,,,,,
TX1913_1,CUST2684,,,,,
TX1913_2,CUST2684,,,,,
TX1913_3,CUST2684,,,,,
TX1913_4,CUST2684,,,,,
TX1913_5,CUST2684,,,,,
TX1914_1,CUST2685,,,,,
TX1914_2,CUST2685,,,,,
TX1914_3,CUST2685,,,,,
TX1914_4,CUST2685,,,,,
TX1914_5,CUST2685,,,,,
TX1915_1,CUST2686,,,,,
TX1915_2,CUST2686,,,,,
TX1916_1,CUST2687,,,,,
TX1916_2,CUST2687,,,,,
TX1916_3,CUST2687,,,,,
TX1917_1,CUST2688,,,,,
TX1917_2,CUST2688,,,,,
TX1917_3,CUST2688,,,,,
TX1917_4,CUST2688,,,,,
TX1918_1,CUST2690,,,,,
TX1918_2,CUST2690,,,,,
TX1918_3,CUST2690,,,,,
TX1918_4,CUST2690,,,,,
TX1919_1,CUST2692,,,,,
TX1919_2,CUST2692,,,,,
TX1919_3,CUST2692,,,,,
TX1919_4,CUST2692,,,,,
TX1920_1,CUST2695,,,,,
TX1920_2,CUST2695,,,,,
TX1921_1,CUST2696,,,,,
TX1921_2,CUST2696,,,,,
TX1921_3,CUST2696,,,,,
TX1921_4,CUST2696,,,,,
TX1922_1,CUST2697,,,,,
TX1922_2,CUST2697,,,,,
TX1922_3,CUST2697,,,,,
TX1922_4,CUST2697,,,,,
TX1923_1,CUST2698,,,,,
TX1923_2,CUST2698,,,,,
TX1923_3,CUST2698,,,,,
TX1923_4,CUST2698,,,,,
TX1923_5,CUST2698,,,,,
TX1924_1,CUST2700,,,,,
TX1924_2,CUST2700,,,,,
TX1924_3,CUST2700,,,,,
TX1924_4,CUST2700,,,,,
TX1925_1,CUST2701,,,,,
TX1925_2,CUST2701,,,,,
TX1925_3,CUST2701,,,,,
TX1926_1,CUST2703,,,,,
TX1927_1,CUST2704,,,,,
TX1927_2,CUST2704,,,,,
TX1928_1,CUST2705,,,,,
TX1929_1,CUST2707,,,,,
TX1929_2,CUST2707,,,,,
TX1929_3,CUST2707,,,,,
TX1929_4,CUST2707,,,,,
TX1929_5,CUST2707,,,,,
TX1930_1,CUST2708,,,,,
TX1930_2,CUST2708,,,,,
TX1930_3,CUST2708,,,,,
TX1930_4,CUST2708,,,,,
TX1931_1,CUST2709,,,,,
TX1932_1,CUST2710,,,,,
TX1932_2,CUST2710,,,,,
TX1932_3,CUST2710,,,,,
TX1933_1,CUST2712,,,,,
TX1933_2,CUST2712,,,,,
TX1933_3,CUST2712,,,,,
TX1933_4,CUST2712,,,,,
TX1933_5,CUST2712,,,,,
TX1934_1,CUST2715,,,,,
TX1935_1,CUST2717,,,,,
TX1935_2,CUST2717,,,,,
TX1935_3,CUST2717,,,,,
TX1935_4,CUST2717,,,,,
TX1936_1,CUST2718,,,,,
TX1936_2,CUST2718,,,,,
TX1936_3,CUST2718,,,,,
TX1936_4,CUST2718,,,,,
TX1936_5,CUST2718,,,,,
TX1937_1,CUST2719,,,,,
TX1937_2,CUST2719,,,,,
TX1937_3,CUST2719,,,,,
TX1938_1,CUST2720,,,,,
TX1939_1,CUST2721,,,,,
TX1939_2,CUST2721,,,,,
TX1939_3,CUST2721,,,,,
TX1939_4,CUST2721,,,,,
TX1940_1,CUST2722,,,,,
TX1940_2,CUST2722,,,,,
TX1940_3,CUST2722,,,,,
TX1940_4,CUST2722,,,,,
TX1940_5,CUST2722,,,,,
TX1941_1,CUST2723,,,,,
TX1941_2,CUST2723,,,,,
TX1941_3,CUST2723,,,,,
TX1942_1,CUST2724,,,,,
TX1942_2,CUST2724,,,,,
TX1942_3,CUST2724,,,,,
TX1942_4,CUST2724,,,,,
TX1942_5,CUST2724,,,,,
TX1943_1,CUST2725,,,,,
TX1943_2,CUST2725,,,,,
TX1943_3,CUST2725,,,,,
TX1944_1,CUST2726,,,,,
TX1944_2,CUST2726,,,,,
TX1944_3,CUST2726,,,,,
TX1944_4,CUST2726,,,,,
TX1944_5,CUST2726,,,,,
TX1945_1,CUST2727,,,,,
TX1945_2,CUST2727,,,,,
TX1945_3,CUST2727,,,,,
TX1946_1,CUST2729,,,,,
TX1946_2,CUST2729,,,,,
TX1946_3,CUST2729,,,,,
TX1946_4,CUST2729,,,,,
TX1947_1,CUST2730,,,,,
TX1947_2,CUST2730,,,,,
TX1947_3,CUST2730,,,,,
TX1947_4,CUST2730,,,,,
TX1947_5,CUST2730,,,,,
TX1948_1,CUST2731,,,,,
TX1948_2,CUST2731,,,,,
TX1948_3,CUST2731,,,,,
TX1948_4,CUST2731,,,,,
TX1948_5,CUST2731,,,,,
TX1949_1,CUST2732,,,,,
TX1949_2,CUST2732,,,,,
TX1950_1,CUST2733,,,,,
TX1950_2,CUST2733,,,,,
TX1951_1,CUST2734,,,,,
TX1951_2,CUST2734,,,,,
TX1952_1,CUST2736,,,,,
TX1952_2,CUST2736,,,,,
TX1953_1,CUST2737,,,,,
TX1953_2,CUST2737,,,,,
TX1953_3,CUST2737,,,,,
TX1953_4,CUST2737,,,,,
TX1954_1,CUST2738,,,,,
TX1954_2,CUST2738,,,,,
TX1955_1,CUST2739,,,,,
TX1955_2,CUST2739,,,,,
TX1955_3,CUST2739,,,,,
TX1956_1,CUST2740,,,,,
TX1957_1,CUST2742,,,,,
TX1957_2,CUST2742,,,,,
TX1958_1,CUST2743,,,,,
TX1958_2,CUST2743,,,,,
TX1958_3,CUST2743,,,,,
TX1958_4,CUST2743,,,,,
TX1959_1,CUST2744,,,,,
TX1959_2,CUST2744,,,,,
TX1959_3,CUST2744,,,,,
TX1960_1,CUST2746,,,,,
TX1960_2,CUST2746,,,,,
TX1961_1,CUST2747,,,,,
TX1961_2,CUST2747,,,,,
TX1961_3,CUST2747,,,,,
TX1961_4,CUST2747,,,,,
TX1962_1,CUST2748,,,,,
TX1962_2,CUST2748,,,,,
TX1962_3,CUST2748,,,,,
TX1963_1,CUST2749,,,,,
TX1963_2,CUST2749,,,,,
TX1963_3,CUST2749,,,,,
TX1963_4,CUST2749,,,,,
TX1964_1,CUST2750,,,,,
TX1965_1,CUST2751,,,,,
TX1965_2,CUST2751,,,,,
TX1965_3,CUST2751,,,,,
TX1966_1,CUST2752,,,,,
TX1966_2,CUST2752,,,,,
TX1966_3,CUST2752,,,,,
TX1966_4,CUST2752,,,,,
TX1967_1,CUST2753,,,,,
TX1967_2,CUST2753,,,,,
TX1968_1,CUST2754,,,,,
TX1968_2,CUST2754,,,,,
TX1968_3,CUST2754,,,,,
TX1968_4,CUST2754,,,,,
TX1968_5,CUST2754,,,,,
TX1969_1,CUST2755,,,,,
TX1969_2,CUST2755,,,,,
TX1969_3,CUST2755,,,,,
TX1969_4,CUST2755,,,,,
TX1970_1,CUST2756,,,,,
TX1970_2,CUST2756,,,,,
TX1970_3,CUST2756,,,,,
TX1971_1,CUST2757,,,,,
TX1972_1,CUST2758,,,,,
TX1973_1,CUST2759,,,,,
TX1973_2,CUST2759,,,,,
TX1973_3,CUST2759,,,,,
TX1973_4,CUST2759,,,,,
TX1973_5,CUST2759,,,,,
TX1974_1,CUST2760,,,,,
TX1974_2,CUST2760,,,,,
TX1975_1,CUST2761,,,,,
TX1975_2,CUST2761,,,,,
TX1975_3,CUST2761,,,,,
TX1975_4,CUST2761,,,,,
TX1975_5,CUST2761,,,,,
TX1976_1,CUST2762,,,,,
TX1976_2,CUST2762,,,,,
TX1976_3,CUST2762,,,,,
TX1977_1,CUST2763,,,,,
TX1977_2,CUST2763,,,,,
TX1977_3,CUST2763,,,,,
TX1977_4,CUST2763,,,,,
TX1977_5,CUST2763,,,,,
TX1978_1,CUST2764,,,,,
TX1978_2,CUST2764,,,,,
TX1979_1,CUST2767,,,,,
TX1979_2,CUST2767,,,,,
TX1980_1,CUST2768,,,,,
TX1980_2,CUST2768,,,,,
TX1980_3,CUST2768,,,,,
TX1980_4,CUST2768,,,,,
TX1980_5,CUST2768,,,,,
TX1981_1,CUST2769,,,,,
TX1981_2,CUST2769,,,,,
TX1981_3,CUST2769,,,,,
TX1981_4,CUST2769,,,,,
TX1981_5,CUST2769,,,,,
TX1982_1,CUST2770,,,,,
TX1982_2,CUST2770,,,,,
TX1982_3,CUST2770,,,,,
TX1982_4,CUST2770,,,,,
TX1983_1,CUST2771,,,,,
TX1983_2,CUST2771,,,,,
TX1983_3,CUST2771,,,,,
TX1983_4,CUST2771,,,,,
TX1983_5,CUST2771,,,,,
TX1984_1,CUST2773,,,,,
TX1984_2,CUST2773,,,,,
TX1984_3,CUST2773,,,,,
TX1985_1,CUST2774,,,,,
TX1986_1,CUST2775,,,,,
TX1986_2,CUST2775,,,,,
TX1986_3,CUST2775,,,,,
TX1987_1,CUST2776,,,,,
TX1987_2,CUST2776,,,,,
TX1987_3,CUST2776,,,,,
TX1987_4,CUST2776,,,,,
TX1987_5,CUST2776,,,,,
TX1988_1,CUST2777,,,,,
TX1989_1,CUST2780,,,,,
TX1989_2,CUST2780,,,,,
TX1989_3,CUST2780,,,,,
TX1990_1,CUST2782,,,,,
TX1990_2,CUST2782,,,,,
TX1990_3,CUST2782,,,,,
TX1991_1,CUST2783,,,,,
TX1991_2,CUST2783,,,,,
TX1991_3,CUST2783,,,,,
TX1991_4,CUST2783,,,,,
TX1992_1,CUST2784,,,,,
TX1993_1,CUST2785,,,,,
TX1993_2,CUST2785,,,,,
TX1993_3,CUST2785,,,,,
