Company_ID,Customer_ID,OS,Device_Type,Event_Name,Event_Value,Event_Count,Session_Duration,Session_Number
CMP003,CUST2431,iOS,Tablet,share,3,8,1067,12
CMP004,CUST0586,Web,Tablet,click_promotion,4,9,262,12
CMP003,CUST0540,Android,Tablet,begin_checkout,5,8,227,5
CMP004,CUST2256,Android,Mobile,add_to_wishlist,2,3,226,7
CMP006,CUST0835,Web,Desktop,click_promotion,4,5,1405,2
CMP001,CUST4859,Web,Tablet,remove_from_cart,0,10,1742,18
CMP001,CUST2289,Android,Mobile,add_to_cart,3,10,1771,19
CMP002,CUST4994,Web,Tablet,login,1,5,1031,11
CMP001,CUST1603,iOS,Tablet,click_promotion,4,6,1624,7
CMP004,CUST2376,iOS,Mobile,add_to_cart,3,1,723,10
CMP002,CUST0348,Web,Mobile,begin_checkout,5,6,1157,3
CMP003,CUST2346,Web,Tablet,share,3,5,1295,19
CMP005,CUST0893,Web,Desktop,share,3,4,1571,11
CMP005,CUST0493,Android,Mobile,begin_checkout,5,10,1337,4
CMP002,CUST4807,Android,Tablet,view_item,1,10,889,17
CMP002,CUST4230,iOS,Tablet,click_promotion,4,3,978,8
CMP001,CUST0136,Android,Mobile,login,1,1,1071,6
CMP003,CUST1893,Web,Mobile,login,1,10,539,4
CMP002,CUST2845,Web,Tablet,add_to_wishlist,2,5,981,19
CMP003,CUST2421,iOS,Tablet,remove_from_cart,0,9,1301,5
CMP003,CUST3888,iOS,Tablet,share,3,5,1354,15
CMP003,CUST1918,Web,Desktop,view_item,1,10,1203,16
CMP006,CUST1174,iOS,Tablet,add_to_cart,3,10,177,4
CMP002,CUST3674,iOS,Mobile,search,2,10,168,5
CMP004,CUST3970,iOS,Mobile,add_to_wishlist,2,8,140,19
CMP006,CUST2201,iOS,Mobile,share,3,3,1068,16
CMP006,CUST2287,Web,Desktop,click_promotion,4,3,1591,7
CMP005,CUST0124,iOS,Mobile,add_to_cart,3,6,964,5
CMP004,CUST1361,Web,Mobile,share,3,6,984,5
CMP001,CUST0895,Android,Tablet,remove_from_cart,0,10,355,18
CMP003,CUST3316,Web,Desktop,add_to_cart,3,1,1627,1
CMP006,CUST4507,Web,Mobile,share,3,1,808,20
CMP004,CUST0297,iOS,Tablet,add_to_wishlist,2,4,607,5
CMP002,CUST3477,Android,Mobile,remove_from_cart,0,2,321,14
CMP001,CUST1479,iOS,Mobile,add_to_cart,3,3,1183,9
CMP002,CUST2609,Android,Mobile,search,2,7,1133,14
CMP004,CUST0673,iOS,Tablet,click_promotion,4,6,438,17
CMP004,CUST2962,Android,Tablet,begin_checkout,5,7,73,11
CMP002,CUST3375,Web,Mobile,login,1,5,659,18
CMP006,CUST3633,Web,Desktop,begin_checkout,5,4,1608,20
CMP003,CUST3111,Android,Mobile,share,3,3,1081,18
CMP001,CUST4007,Android,Mobile,add_payment_info,6,6,230,9
CMP005,CUST4513,iOS,Tablet,add_payment_info,6,9,1210,10
CMP003,CUST0989,iOS,Mobile,begin_checkout,5,8,507,5
CMP001,CUST3984,iOS,Mobile,login,1,2,1209,12
CMP005,CUST0694,iOS,Mobile,sign_up,4,8,559,3
CMP005,CUST4600,Android,Mobile,purchase,7,9,1666,19
CMP006,CUST2459,iOS,Mobile,search,2,7,411,10
CMP001,CUST1153,Web,Desktop,search,2,9,78,5
CMP002,CUST4293,Web,Desktop,begin_checkout,5,8,1329,15
CMP003,CUST1445,iOS,Mobile,add_to_wishlist,2,3,721,14
CMP002,CUST3439,Web,Tablet,share,3,4,1455,2
CMP001,CUST1819,Android,Tablet,login,1,3,85,11
CMP003,CUST0339,Web,Tablet,login,1,6,1315,10
CMP004,CUST1693,Web,Mobile,login,1,1,711,14
CMP006,CUST1497,iOS,Mobile,share,3,7,897,4
CMP003,CUST4304,iOS,Mobile,add_payment_info,6,1,345,12
CMP005,CUST4920,Web,Tablet,add_to_wishlist,2,1,822,20
CMP005,CUST0981,Web,Desktop,begin_checkout,5,8,1335,9
CMP004,CUST0909,Web,Tablet,begin_checkout,5,10,1664,5
CMP001,CUST4966,Android,Mobile,purchase,7,5,447,10
CMP005,CUST4381,iOS,Mobile,login,1,1,684,13
CMP006,CUST0551,iOS,Tablet,sign_up,4,8,63,12
CMP004,CUST3094,Android,Tablet,login,1,3,421,3
CMP004,CUST3864,iOS,Tablet,click_promotion,4,6,878,9
CMP005,CUST4872,iOS,Tablet,click_promotion,4,9,1004,14
CMP006,CUST3478,Web,Mobile,add_to_cart,3,6,402,4
CMP001,CUST0092,iOS,Tablet,share,3,8,1359,2
CMP002,CUST4434,Android,Tablet,remove_from_cart,0,1,122,2
CMP003,CUST0185,Android,Tablet,sign_up,4,8,565,8
CMP006,CUST3569,Android,Tablet,remove_from_cart,0,7,1478,10
CMP003,CUST0217,Web,Desktop,add_payment_info,6,5,1112,7
CMP004,CUST0806,Android,Tablet,add_payment_info,6,4,1122,18
CMP002,CUST1314,Android,Tablet,click_promotion,4,9,1310,15
CMP002,CUST1006,iOS,Tablet,click_promotion,4,8,771,19
CMP003,CUST3550,iOS,Tablet,begin_checkout,5,8,742,12
CMP003,CUST4540,Web,Mobile,purchase,7,4,1571,1
CMP001,CUST0015,Web,Desktop,begin_checkout,5,8,820,6
CMP002,CUST3542,Web,Tablet,login,1,9,498,2
CMP003,CUST0880,Android,Tablet,view_item,1,2,1420,18
CMP005,CUST4817,Android,Mobile,begin_checkout,5,3,1371,10
CMP003,CUST0147,Android,Tablet,add_to_cart,3,9,294,1
CMP005,CUST2732,Web,Mobile,add_to_cart,3,8,953,18
CMP004,CUST2815,Web,Desktop,search,2,2,1742,14
CMP001,CUST4127,Web,Desktop,add_to_wishlist,2,10,304,8
CMP002,CUST2326,Android,Mobile,begin_checkout,5,4,1556,20
CMP003,CUST0016,Web,Mobile,search,2,7,274,12
CMP003,CUST0511,Android,Tablet,remove_from_cart,0,1,908,6
CMP004,CUST4647,Android,Mobile,purchase,7,8,480,18
CMP006,CUST4932,Android,Tablet,sign_up,4,10,202,3
CMP004,CUST3259,iOS,Mobile,add_payment_info,6,5,1271,4
CMP004,CUST2110,Web,Mobile,add_to_cart,3,6,1411,4
CMP003,CUST1772,iOS,Tablet,view_item,1,10,1800,1
CMP005,CUST4472,Android,Mobile,add_payment_info,6,7,380,12
CMP006,CUST4926,iOS,Mobile,begin_checkout,5,7,378,20
CMP005,CUST4423,Web,Tablet,view_item,1,4,763,7
CMP004,CUST2658,iOS,Tablet,purchase,7,3,289,1
CMP006,CUST2869,iOS,Mobile,search,2,7,1368,11
CMP006,CUST3944,iOS,Mobile,login,1,4,473,1
CMP006,CUST4649,iOS,Tablet,sign_up,4,1,913,6
CMP004,CUST1739,Web,Desktop,purchase,7,10,594,19
CMP001,CUST4465,iOS,Mobile,search,2,10,1494,17
CMP002,CUST2636,iOS,Mobile,add_to_cart,3,2,421,20
CMP001,CUST2302,Android,Mobile,remove_from_cart,0,5,1249,15
CMP005,CUST4496,Android,Tablet,login,1,7,786,7
CMP005,CUST1320,Web,Tablet,login,1,4,1702,9
CMP001,CUST3720,Android,Mobile,search,2,4,517,10
CMP002,CUST0569,Android,Tablet,add_to_wishlist,2,2,1234,7
CMP006,CUST1942,Android,Tablet,purchase,7,7,558,2
CMP005,CUST2943,iOS,Tablet,login,1,8,1132,20
CMP003,CUST3867,Web,Tablet,view_item,1,5,1182,6
CMP004,CUST2176,iOS,Tablet,view_item,1,6,1553,12
CMP005,CUST2084,iOS,Tablet,view_item,1,7,277,15
CMP001,CUST4406,iOS,Mobile,begin_checkout,5,5,1109,17
CMP002,CUST1035,iOS,Tablet,search,2,7,776,15
CMP001,CUST4865,Web,Mobile,add_payment_info,6,3,249,18
CMP002,CUST3512,iOS,Tablet,view_item,1,2,1528,8
CMP004,CUST4913,Android,Tablet,click_promotion,4,6,1363,8
CMP002,CUST0767,Web,Tablet,login,1,10,340,17
CMP003,CUST0742,Web,Mobile,purchase,7,8,744,6
CMP005,CUST1671,iOS,Tablet,remove_from_cart,0,9,1383,4
CMP003,CUST3537,Web,Tablet,search,2,4,760,12
CMP003,CUST2021,iOS,Tablet,remove_from_cart,0,8,1156,19
CMP004,CUST0668,Web,Tablet,add_payment_info,6,4,1559,19
CMP005,CUST2589,iOS,Tablet,purchase,7,6,286,17
CMP006,CUST0049,iOS,Mobile,sign_up,4,7,1399,14
CMP005,CUST4219,Android,Tablet,purchase,7,2,720,6
CMP002,CUST2895,iOS,Tablet,remove_from_cart,0,10,536,7
CMP006,CUST2704,Android,Tablet,search,2,5,938,2
CMP005,CUST1469,iOS,Tablet,click_promotion,4,3,692,11
CMP005,CUST2813,Web,Mobile,remove_from_cart,0,7,83,1
CMP005,CUST2828,Android,Mobile,search,2,2,776,11
CMP002,CUST1408,Android,Mobile,share,3,7,418,3
CMP002,CUST3857,iOS,Tablet,begin_checkout,5,7,895,7
CMP004,CUST4566,Android,Tablet,click_promotion,4,4,1359,15
CMP003,CUST0253,Web,Mobile,search,2,3,1109,15
CMP006,CUST4376,iOS,Tablet,view_item,1,8,1503,17
CMP003,CUST3073,iOS,Mobile,begin_checkout,5,1,1590,16
CMP002,CUST0001,iOS,Mobile,add_to_wishlist,2,8,408,1
CMP003,CUST2998,iOS,Mobile,purchase,7,2,304,3
CMP005,CUST4508,iOS,Tablet,purchase,7,1,1720,18
CMP005,CUST4014,Web,Mobile,add_payment_info,6,3,261,20
CMP001,CUST4204,iOS,Mobile,share,3,7,1596,15
CMP005,CUST3501,iOS,Tablet,sign_up,4,6,457,4
CMP002,CUST0358,Web,Tablet,login,1,6,59,20
CMP004,CUST2087,Android,Tablet,purchase,7,1,1225,10
CMP005,CUST2523,iOS,Mobile,add_to_cart,3,10,636,12
CMP001,CUST3896,Web,Mobile,click_promotion,4,6,531,10
CMP002,CUST2475,iOS,Mobile,add_to_wishlist,2,8,1665,8
CMP005,CUST1159,Android,Mobile,remove_from_cart,0,1,1009,2
CMP003,CUST4177,iOS,Mobile,login,1,7,447,12
CMP002,CUST1653,Web,Desktop,remove_from_cart,0,6,1090,8
CMP006,CUST3732,Android,Mobile,click_promotion,4,9,1689,4
CMP003,CUST0359,Web,Tablet,begin_checkout,5,1,769,6
CMP005,CUST4837,iOS,Mobile,search,2,3,1253,6
CMP005,CUST4868,iOS,Tablet,begin_checkout,5,1,87,3
CMP003,CUST0710,iOS,Mobile,search,2,8,470,9
CMP003,CUST3608,Android,Tablet,purchase,7,3,882,9
CMP004,CUST1765,Android,Mobile,add_to_wishlist,2,10,778,3
CMP004,CUST3112,Web,Desktop,add_payment_info,6,9,437,7
CMP005,CUST4102,Web,Desktop,remove_from_cart,0,1,1196,16
CMP005,CUST0144,iOS,Tablet,click_promotion,4,6,1604,7
CMP004,CUST4876,iOS,Tablet,remove_from_cart,0,7,468,17
CMP003,CUST1027,Web,Tablet,search,2,6,189,15
CMP002,CUST2529,Web,Desktop,add_to_wishlist,2,6,235,2
CMP001,CUST0886,Web,Mobile,remove_from_cart,0,10,1488,16
CMP003,CUST0059,Web,Tablet,remove_from_cart,0,8,468,18
CMP003,CUST4537,Web,Desktop,add_payment_info,6,3,56,5
CMP006,CUST3937,iOS,Tablet,remove_from_cart,0,3,592,14
CMP001,CUST1844,Android,Tablet,begin_checkout,5,3,1139,4
CMP006,CUST3558,Web,Tablet,sign_up,4,5,888,17
CMP006,CUST4128,Android,Tablet,share,3,4,1208,11
CMP004,CUST1796,Web,Desktop,login,1,9,1179,7
CMP005,CUST3013,Web,Tablet,add_to_wishlist,2,10,716,5
CMP002,CUST1774,Web,Desktop,click_promotion,4,8,519,15
CMP002,CUST1624,iOS,Tablet,add_to_wishlist,2,7,288,11
CMP002,CUST2842,Android,Tablet,share,3,2,1295,5
CMP001,CUST2594,Android,Mobile,remove_from_cart,0,3,1443,5
CMP002,CUST4267,iOS,Mobile,share,3,2,53,20
CMP006,CUST1981,Web,Tablet,click_promotion,4,9,1726,15
CMP002,CUST2661,Android,Mobile,search,2,9,672,18
CMP001,CUST2905,iOS,Mobile,begin_checkout,5,4,1280,7
CMP004,CUST4878,Android,Mobile,add_to_cart,3,10,429,18
CMP001,CUST1165,iOS,Mobile,add_to_wishlist,2,8,600,15
CMP004,CUST3555,Android,Mobile,search,2,8,117,17
CMP003,CUST3493,Android,Mobile,begin_checkout,5,9,421,13
CMP005,CUST2495,iOS,Tablet,share,3,9,478,12
CMP001,CUST3611,Android,Mobile,login,1,8,125,9
CMP005,CUST3897,Web,Mobile,view_item,1,8,757,13
CMP002,CUST1992,Android,Mobile,add_to_wishlist,2,2,1142,9
CMP003,CUST0957,Android,Tablet,search,2,4,1582,7
CMP001,CUST3327,iOS,Mobile,login,1,10,970,3
CMP005,CUST3603,iOS,Mobile,search,2,4,358,13
CMP001,CUST1977,Web,Mobile,view_item,1,10,775,2
CMP003,CUST4769,Android,Tablet,share,3,10,1709,16
CMP003,CUST4672,Web,Desktop,sign_up,4,3,1225,10
CMP003,CUST2175,iOS,Tablet,purchase,7,4,531,18
CMP003,CUST1923,Web,Desktop,begin_checkout,5,1,662,13
CMP005,CUST3691,iOS,Mobile,share,3,8,338,10
CMP002,CUST0354,Web,Mobile,sign_up,4,3,1411,2
CMP005,CUST1455,iOS,Tablet,add_to_wishlist,2,9,1148,15
CMP003,CUST2973,Web,Mobile,view_item,1,10,1637,13
CMP001,CUST1089,Android,Mobile,begin_checkout,5,8,647,11
CMP005,CUST4215,Web,Desktop,remove_from_cart,0,8,97,3
CMP004,CUST1817,Web,Tablet,search,2,1,533,13
CMP003,CUST3584,iOS,Mobile,purchase,7,9,429,17
CMP001,CUST4661,Web,Desktop,login,1,4,331,15
CMP006,CUST1978,Web,Mobile,view_item,1,8,1520,17
CMP005,CUST1794,iOS,Tablet,begin_checkout,5,8,66,17
CMP006,CUST2540,Web,Desktop,add_payment_info,6,9,576,5
CMP005,CUST4155,iOS,Mobile,share,3,2,1627,1
CMP005,CUST3517,Web,Mobile,begin_checkout,5,6,1304,6
CMP001,CUST3320,Web,Tablet,begin_checkout,5,1,853,13
CMP002,CUST0144,Android,Mobile,add_to_cart,3,8,1163,15
CMP005,CUST0263,Web,Tablet,purchase,7,9,711,8
CMP004,CUST3073,Web,Tablet,sign_up,4,3,201,20
CMP004,CUST2524,iOS,Tablet,sign_up,4,10,1362,12
CMP001,CUST4015,Web,Tablet,search,2,8,343,4
CMP002,CUST2794,iOS,Mobile,add_payment_info,6,2,1029,15
CMP001,CUST4367,Android,Mobile,login,1,10,688,9
CMP005,CUST2366,iOS,Mobile,add_payment_info,6,5,870,1
CMP006,CUST1916,Android,Mobile,login,1,10,1371,17
CMP005,CUST4052,Android,Mobile,purchase,7,7,1743,1
CMP002,CUST1984,Android,Tablet,remove_from_cart,0,2,1689,7
CMP006,CUST2326,Android,Tablet,view_item,1,9,1104,15
CMP004,CUST4942,iOS,Tablet,share,3,10,1473,7
CMP003,CUST2655,iOS,Mobile,begin_checkout,5,5,1260,14
CMP002,CUST0241,Android,Tablet,sign_up,4,5,819,17
CMP001,CUST3012,Android,Mobile,search,2,3,1733,2
CMP005,CUST4548,iOS,Mobile,share,3,2,1660,9
CMP001,CUST0053,Web,Tablet,purchase,7,8,640,19
CMP003,CUST3164,iOS,Tablet,click_promotion,4,3,791,3
CMP001,CUST3629,Web,Mobile,purchase,7,8,1595,7
CMP004,CUST3702,Web,Tablet,share,3,9,323,4
CMP004,CUST1666,Web,Desktop,add_to_wishlist,2,6,504,19
CMP002,CUST4423,Web,Tablet,begin_checkout,5,5,134,4
CMP003,CUST2763,iOS,Tablet,share,3,7,1149,11
CMP002,CUST4604,Android,Tablet,view_item,1,2,1484,6
CMP006,CUST1803,Android,Mobile,add_to_cart,3,7,1290,4
CMP006,CUST0839,Web,Tablet,click_promotion,4,2,911,15
CMP005,CUST0270,iOS,Mobile,click_promotion,4,7,802,11
CMP002,CUST4084,iOS,Tablet,add_to_cart,3,2,1433,3
CMP005,CUST4463,Web,Mobile,share,3,6,1716,12
CMP002,CUST3370,Web,Mobile,add_to_cart,3,9,811,20
CMP002,CUST4552,Android,Mobile,sign_up,4,10,707,15
CMP001,CUST4284,Android,Tablet,purchase,7,4,926,10
CMP001,CUST1760,iOS,Tablet,click_promotion,4,9,122,19
CMP005,CUST1953,iOS,Mobile,login,1,6,1135,20
CMP002,CUST4617,Web,Mobile,purchase,7,9,485,6
CMP005,CUST3332,iOS,Tablet,add_to_wishlist,2,3,1500,14
CMP004,CUST0383,Web,Tablet,sign_up,4,1,1035,10
CMP006,CUST2935,Android,Tablet,add_payment_info,6,1,1097,10
CMP006,CUST4892,Android,Tablet,view_item,1,3,1519,8
CMP002,CUST0465,iOS,Tablet,begin_checkout,5,8,1709,7
CMP001,CUST2713,Web,Desktop,add_to_cart,3,1,589,20
CMP002,CUST4259,Android,Tablet,add_payment_info,6,1,968,20
CMP005,CUST3475,iOS,Tablet,purchase,7,3,432,7
CMP001,CUST0917,Web,Mobile,add_to_wishlist,2,2,1478,6
CMP002,CUST3632,iOS,Mobile,begin_checkout,5,2,1731,3
CMP004,CUST4216,Android,Tablet,remove_from_cart,0,7,887,8
CMP006,CUST1734,Web,Tablet,sign_up,4,2,528,5
CMP005,CUST0986,Web,Mobile,begin_checkout,5,7,521,6
CMP005,CUST1285,Web,Desktop,login,1,5,655,20
CMP003,CUST3936,Web,Desktop,remove_from_cart,0,10,921,1
CMP001,CUST2922,Android,Tablet,sign_up,4,3,1530,3
CMP001,CUST4048,iOS,Tablet,purchase,7,8,188,1
CMP005,CUST2391,Android,Tablet,share,3,6,639,5
CMP005,CUST0589,iOS,Tablet,search,2,5,1652,18
CMP006,CUST4233,iOS,Tablet,add_to_wishlist,2,10,395,13
CMP001,CUST2436,Android,Mobile,sign_up,4,10,485,14
CMP005,CUST2947,iOS,Tablet,sign_up,4,1,675,11
CMP006,CUST2294,Android,Tablet,add_payment_info,6,4,1544,6
CMP002,CUST4574,Android,Mobile,purchase,7,5,1331,15
CMP002,CUST4913,iOS,Mobile,view_item,1,5,826,9
CMP002,CUST2638,Android,Mobile,add_to_cart,3,1,155,4
CMP001,CUST0692,iOS,Mobile,begin_checkout,5,3,950,1
CMP004,CUST1715,iOS,Tablet,begin_checkout,5,2,985,4
CMP005,CUST0969,Web,Mobile,share,3,6,1340,8
CMP001,CUST1096,iOS,Mobile,login,1,7,1342,9
CMP006,CUST4514,Web,Desktop,view_item,1,8,368,20
CMP003,CUST2601,Android,Mobile,begin_checkout,5,8,1416,15
CMP001,CUST0002,Android,Tablet,add_payment_info,6,8,636,6
CMP006,CUST4642,Web,Desktop,login,1,5,680,5
CMP006,CUST0539,Android,Tablet,add_to_wishlist,2,6,610,18
CMP002,CUST0791,iOS,Tablet,sign_up,4,10,383,19
CMP002,CUST3698,Web,Tablet,share,3,7,869,10
CMP001,CUST4446,Web,Desktop,add_to_cart,3,5,990,1
CMP002,CUST0876,Android,Mobile,sign_up,4,10,739,4
CMP005,CUST2038,Android,Tablet,login,1,6,1597,18
CMP006,CUST4542,Android,Tablet,click_promotion,4,10,131,16
CMP005,CUST2259,iOS,Tablet,click_promotion,4,8,1013,5
CMP004,CUST4853,Web,Tablet,sign_up,4,2,1028,9
CMP002,CUST2259,Android,Mobile,search,2,7,591,14
CMP005,CUST4237,Web,Mobile,add_to_wishlist,2,7,661,3
CMP005,CUST1707,iOS,Tablet,add_payment_info,6,7,902,1
CMP004,CUST4475,Web,Tablet,share,3,10,31,16
CMP001,CUST4229,iOS,Tablet,click_promotion,4,10,570,16
CMP004,CUST0101,iOS,Tablet,sign_up,4,9,1516,4
CMP001,CUST4016,Android,Mobile,click_promotion,4,5,254,20
CMP003,CUST0700,Android,Mobile,add_to_cart,3,7,677,8
CMP005,CUST3522,iOS,Mobile,click_promotion,4,4,282,13
CMP001,CUST4841,Web,Desktop,purchase,7,10,1247,1
CMP005,CUST2812,Web,Desktop,click_promotion,4,6,1532,7
CMP005,CUST3646,Web,Desktop,view_item,1,1,1340,12
CMP004,CUST2964,iOS,Tablet,sign_up,4,6,340,5
CMP001,CUST4648,Android,Tablet,login,1,5,1686,10
CMP001,CUST1437,Android,Mobile,add_to_cart,3,9,1381,18
CMP002,CUST0017,iOS,Mobile,search,2,10,354,17
CMP002,CUST1319,Android,Mobile,click_promotion,4,4,1607,13
CMP003,CUST2571,Android,Mobile,add_payment_info,6,8,1770,18
CMP005,CUST0889,Android,Mobile,add_to_cart,3,2,1068,7
CMP002,CUST2631,Android,Tablet,login,1,8,1739,1
CMP002,CUST3957,Android,Tablet,add_to_cart,3,4,473,1
CMP004,CUST3237,Web,Mobile,click_promotion,4,3,71,4
CMP002,CUST1018,Android,Tablet,sign_up,4,5,1552,6
CMP006,CUST2279,Android,Mobile,view_item,1,10,730,20
CMP004,CUST3857,Web,Mobile,search,2,4,104,8
CMP004,CUST4790,Web,Desktop,share,3,5,792,12
CMP005,CUST4742,Android,Mobile,purchase,7,8,1430,9
CMP003,CUST4175,iOS,Mobile,add_payment_info,6,9,554,5
CMP002,CUST2618,Web,Mobile,search,2,5,1773,14
CMP004,CUST2544,Android,Mobile,add_to_cart,3,8,792,6
CMP001,CUST2593,Android,Tablet,sign_up,4,8,618,14
CMP002,CUST0768,iOS,Tablet,add_to_wishlist,2,3,1756,10
CMP006,CUST3790,iOS,Tablet,click_promotion,4,5,1668,4
CMP002,CUST4447,Android,Tablet,begin_checkout,5,1,1215,17
CMP006,CUST4795,Android,Mobile,click_promotion,4,2,1417,19
CMP003,CUST1421,iOS,Tablet,add_to_wishlist,2,7,1373,1
CMP002,CUST0339,iOS,Mobile,add_payment_info,6,1,1635,5
CMP004,CUST0515,iOS,Mobile,login,1,3,1748,20
CMP002,CUST3367,Android,Tablet,view_item,1,5,545,15
CMP006,CUST0519,Android,Tablet,add_payment_info,6,10,733,5
CMP005,CUST3001,Android,Tablet,add_payment_info,6,7,726,4
CMP002,CUST0113,Android,Tablet,add_to_wishlist,2,4,1313,7
CMP006,CUST2693,iOS,Tablet,add_payment_info,6,1,568,18
CMP001,CUST2479,iOS,Tablet,add_to_wishlist,2,3,468,4
CMP005,CUST4459,Web,Tablet,add_payment_info,6,8,1470,6
CMP002,CUST2588,Android,Mobile,click_promotion,4,5,1227,20
CMP004,CUST1502,Web,Mobile,view_item,1,10,1732,2
CMP003,CUST0070,Web,Mobile,share,3,2,767,20
CMP001,CUST4711,iOS,Tablet,remove_from_cart,0,7,359,11
CMP001,CUST4795,Web,Tablet,view_item,1,3,1440,15
CMP006,CUST3463,Web,Desktop,click_promotion,4,9,877,19
CMP002,CUST2677,Web,Mobile,search,2,6,647,11
CMP002,CUST0397,Web,Tablet,remove_from_cart,0,4,1376,20
CMP004,CUST3814,Web,Desktop,login,1,9,798,12
CMP003,CUST1429,Android,Tablet,view_item,1,1,700,10
CMP001,CUST1673,Web,Desktop,remove_from_cart,0,7,1532,15
CMP002,CUST2349,Web,Tablet,add_to_cart,3,4,1780,4
CMP005,CUST1814,Web,Mobile,purchase,7,5,1734,10
CMP003,CUST4369,Android,Tablet,share,3,2,1637,2
CMP001,CUST2911,Web,Mobile,click_promotion,4,4,288,3
CMP006,CUST4267,Web,Tablet,search,2,5,1664,4
CMP001,CUST2510,Web,Mobile,sign_up,4,3,1243,12
CMP003,CUST1615,iOS,Tablet,remove_from_cart,0,9,914,16
CMP005,CUST4717,Web,Mobile,add_to_cart,3,7,523,3
CMP001,CUST1707,Android,Tablet,add_to_wishlist,2,5,419,2
CMP006,CUST4081,Android,Tablet,click_promotion,4,9,815,1
CMP005,CUST2407,Web,Desktop,share,3,2,1142,14
CMP002,CUST3225,iOS,Tablet,begin_checkout,5,3,1175,4
CMP002,CUST2780,Android,Mobile,click_promotion,4,1,218,7
CMP004,CUST2566,Web,Tablet,remove_from_cart,0,6,679,8
CMP004,CUST0219,Web,Mobile,search,2,7,130,6
CMP003,CUST0467,iOS,Tablet,purchase,7,7,890,20
CMP001,CUST0947,Web,Tablet,sign_up,4,4,1081,13
CMP005,CUST4606,Web,Desktop,click_promotion,4,5,1679,12
CMP006,CUST1812,iOS,Mobile,begin_checkout,5,6,1622,20
CMP006,CUST1278,Web,Mobile,sign_up,4,7,1458,3
CMP002,CUST3691,iOS,Mobile,remove_from_cart,0,5,963,20
CMP001,CUST2705,Web,Desktop,search,2,1,1088,19
CMP001,CUST2060,Android,Tablet,remove_from_cart,0,9,1245,15
CMP002,CUST3582,Android,Mobile,share,3,9,1645,14
CMP006,CUST0706,iOS,Mobile,add_to_cart,3,5,1678,10
CMP001,CUST2205,Android,Mobile,add_payment_info,6,9,167,16
CMP006,CUST2979,Android,Mobile,login,1,5,389,6
CMP001,CUST1939,Web,Desktop,remove_from_cart,0,9,1665,18
CMP003,CUST3027,Web,Desktop,purchase,7,8,404,16
CMP003,CUST4852,Web,Tablet,click_promotion,4,4,558,5
CMP004,CUST3412,Android,Mobile,add_to_cart,3,1,1329,3
CMP006,CUST0265,Android,Tablet,purchase,7,2,1491,15
CMP001,CUST1250,Web,Mobile,view_item,1,2,1061,4
CMP005,CUST1434,Web,Mobile,click_promotion,4,7,836,3
CMP003,CUST2504,iOS,Tablet,share,3,2,775,18
CMP006,CUST2195,Web,Tablet,search,2,4,1381,14
CMP004,CUST4303,Android,Tablet,remove_from_cart,0,2,1204,4
CMP001,CUST0739,Android,Mobile,add_to_wishlist,2,2,310,5
CMP006,CUST0341,iOS,Mobile,login,1,1,448,2
CMP004,CUST0907,Android,Tablet,add_to_cart,3,8,858,15
CMP006,CUST0813,Android,Tablet,search,2,8,372,9
CMP004,CUST3862,Android,Mobile,sign_up,4,1,907,5
CMP006,CUST0489,Android,Tablet,login,1,9,1054,14
CMP004,CUST4956,iOS,Tablet,add_payment_info,6,7,1092,17
CMP003,CUST4854,Android,Mobile,purchase,7,1,900,18
CMP003,CUST2482,Web,Tablet,remove_from_cart,0,1,288,4
CMP005,CUST0912,iOS,Tablet,add_payment_info,6,1,97,2
CMP004,CUST1950,Web,Mobile,add_payment_info,6,9,1585,5
CMP005,CUST2448,iOS,Mobile,share,3,2,1768,19
CMP004,CUST2375,iOS,Mobile,click_promotion,4,8,368,12
CMP006,CUST4551,Web,Mobile,add_to_wishlist,2,8,791,4
CMP006,CUST1694,Web,Mobile,add_to_wishlist,2,10,1747,10
CMP002,CUST0289,iOS,Mobile,click_promotion,4,6,1196,15
CMP006,CUST1485,Web,Mobile,begin_checkout,5,1,946,1
CMP002,CUST2723,Web,Tablet,add_to_cart,3,8,1594,6
CMP005,CUST2680,Web,Mobile,click_promotion,4,2,1536,1
CMP004,CUST0071,Android,Tablet,add_to_wishlist,2,8,486,7
CMP004,CUST2085,Android,Mobile,sign_up,4,10,280,20
CMP004,CUST3398,Web,Tablet,add_to_cart,3,3,1372,1
CMP001,CUST1706,iOS,Tablet,search,2,10,576,6
CMP002,CUST1439,iOS,Mobile,login,1,8,1286,8
CMP002,CUST0421,iOS,Mobile,sign_up,4,8,1490,10
CMP003,CUST1958,iOS,Tablet,share,3,1,1254,12
CMP004,CUST4475,Android,Tablet,click_promotion,4,2,1228,19
CMP006,CUST1182,Web,Mobile,sign_up,4,10,1628,15
CMP006,CUST2311,Web,Desktop,purchase,7,4,1710,17
CMP006,CUST3278,iOS,Tablet,remove_from_cart,0,4,625,16
CMP003,CUST1073,Web,Desktop,view_item,1,4,374,1
CMP003,CUST0817,Web,Tablet,add_payment_info,6,4,1791,5
CMP004,CUST0383,Web,Tablet,view_item,1,3,644,2
CMP006,CUST1787,iOS,Mobile,remove_from_cart,0,10,1566,1
CMP006,CUST2554,Android,Mobile,purchase,7,7,74,4
CMP001,CUST2307,iOS,Tablet,login,1,2,1216,4
CMP002,CUST3807,Web,Desktop,add_payment_info,6,10,1485,12
